state_2018,birth_year,sex,race,party_id,ideo5_2019,newsint_2019,pew_religimp_2019,faminc_new_2019,educ_2019,ft_black_2017,ft_hisp_2017,ft_asian_2017,diff_inc_2019
Virginia,1943,Male,White,Republican,4,1,1,9,2,27,18,50,5
Pennsylvania,1961,Male,White,Republican,3,1,2,NA,6,50,50,51,1
NA,1981,Female,White,Democrat,2,2,3,10,6,69,76,82,1
Colorado,1943,Female,White,Republican,4,1,1,NA,6,68,35,90,5
Colorado,1970,Male,White,Democrat,2,1,2,6,5,100,100,100,1
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,80,NA
Indiana,1961,Male,White,Republican,5,1,4,6,3,77,51,82,5
New York,1957,Male,White,Independent,3,1,4,11,5,50,50,50,3
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,81,75,NA
Vermont,1951,Male,White,Independent,2,1,2,9,5,60,60,70,1
NA,1968,Male,Black,Independent,3,2,4,12,6,100,78,69,4
Missouri,1946,Male,White,Independent,4,2,3,3,2,50,50,50,3
Michigan,1953,Male,White,Independent,3,1,4,6,4,71,79,79,3
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,50,NA
Rhode Island,1963,Male,White,Democrat,2,1,3,NA,3,50,75,73,5
NA,1951,Male,White,Republican,4,1,3,3,3,9,21,20,2
NA,1948,Female,White,Republican,4,1,1,5,5,11,13,51,4
NA,1970,Male,White,Independent,1,3,4,NA,5,50,51,51,3
Massachusetts,1970,Male,White,Democrat,2,1,3,12,5,44,100,99,3
California,1951,Male,White,Independent,3,1,4,3,4,97,94,94,1
New York,1957,Female,White,Independent,4,1,2,5,2,60,80,51,4
Oregon,1957,Male,White,Independent,3,1,1,11,6,45,51,94,4
California,1962,Male,White,Democrat,3,2,4,7,4,80,80,80,2
Hawaii,1954,Male,White,Independent,3,1,3,13,4,59,55,55,2
Illinois,1944,Male,White,Democrat,2,1,1,6,6,79,91,79,1
New Hampshire,1948,Female,White,Democrat,3,1,4,9,6,91,95,91,3
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,45,46,NA
Michigan,1961,Female,White,Republican,5,1,1,NA,5,72,72,100,5
California,1961,Female,Hispanic,Republican,4,1,1,5,4,65,98,98,5
North Carolina,1978,Male,White,Democrat,1,1,1,11,5,64,68,NA,3
Kentucky,1934,Female,White,Independent,3,2,4,9,5,54,48,90,3
Connecticut,1959,Female,White,Democrat,3,1,1,13,6,80,81,87,2
NA,1959,Male,White,Democrat,2,1,4,11,6,100,97,99,2
Texas,1958,Male,Hispanic,Republican,4,1,2,9,2,80,79,71,4
North Carolina,1967,Male,White,Democrat,1,1,2,6,5,100,100,100,1
Connecticut,1953,Female,White,Democrat,2,1,4,7,2,80,80,80,2
Michigan,1955,Female,White,Republican,4,1,1,NA,5,50,51,50,5
Pennsylvania,1965,Male,White,Independent,5,4,2,11,2,51,51,50,5
NA,1948,Female,White,Democrat,2,1,4,12,5,100,99,100,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,81,80,NA
South Carolina,1957,Male,White,Republican,5,1,1,4,3,51,100,100,5
California,1954,Male,White,Republican,4,2,2,9,4,85,70,90,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,65,70,NA
Ohio,1952,Female,White,Republican,5,1,2,2,3,85,80,81,5
Missouri,1978,Male,White,Independent,2,1,4,12,5,90,90,80,2
NA,1965,Male,White,Other,3,1,2,5,5,81,80,91,5
Indiana,1958,Male,White,Independent,4,1,4,10,6,50,50,51,4
California,1954,Male,White,Independent,3,1,3,9,3,75,80,75,1
North Carolina,1962,Male,White,Independent,1,2,4,NA,5,91,97,89,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Washington,1943,Male,White,Republican,3,1,2,12,5,63,87,90,4
Washington,1961,Female,White,Democrat,3,1,1,3,3,72,91,93,2
Oregon,1947,Female,White,Democrat,3,1,1,9,5,51,51,62,4
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,99,NA
NA,1958,Male,White,Republican,4,1,1,9,5,75,60,75,5
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
Texas,1969,Male,White,Independent,4,1,1,14,5,48,83,89,5
New York,1938,Male,White,Independent,4,2,2,7,2,66,66,86,5
Illinois,1941,Female,White,Democrat,2,2,2,3,2,64,91,80,2
NA,1977,Male,White,Independent,3,2,4,9,5,81,74,78,4
Florida,1964,Male,White,Republican,4,1,4,14,6,11,39,85,5
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,100,48,NA
Alabama,1955,Female,White,Democrat,3,1,2,4,3,77,72,93,2
California,1948,Female,White,Democrat,2,1,1,9,3,90,48,80,1
New Hampshire,1969,Female,White,Democrat,2,1,3,NA,6,80,80,80,2
Michigan,1947,Female,White,Other,2,2,2,5,2,90,88,88,3
Pennsylvania,1949,Female,White,Republican,4,1,1,3,5,75,99,98,2
New Jersey,1952,Male,White,Republican,4,1,2,3,3,59,80,90,4
Tennessee,1971,Male,White,Republican,4,1,2,9,6,54,69,77,5
Louisiana,1964,Male,White,Democrat,1,2,4,10,6,80,81,80,2
Alabama,1946,Male,White,Independent,3,2,2,4,2,52,49,49,5
New York,1966,Female,White,Independent,1,1,2,NA,6,80,91,94,2
NA,1960,Male,White,Republican,5,1,1,11,5,100,100,100,5
Skipped,1955,Male,White,Independent,3,1,3,11,6,75,75,75,5
Illinois,1961,Female,White,Democrat,2,2,4,6,2,59,61,66,3
Missouri,1963,Male,White,Independent,4,1,2,13,5,51,NA,30,5
New York,1968,Male,Black,Independent,3,3,4,2,2,55,70,66,4
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,NA
Florida,1954,Male,Hispanic,Democrat,1,1,3,6,5,77,NA,NA,1
New Jersey,1951,Male,White,Republican,4,1,2,9,2,50,50,50,4
North Dakota,1936,Female,White,Democrat,1,1,1,NA,3,100,80,79,1
Arizona,1962,Male,White,Republican,3,2,2,NA,5,76,59,82,5
NA,1947,Female,White,Democrat,1,1,4,6,3,100,100,100,1
California,1943,Male,White,Independent,3,1,2,NA,5,76,76,76,5
Oregon,1961,Male,White,Independent,3,1,1,NA,6,96,94,98,4
New York,1958,Male,White,Republican,5,NA,4,12,2,100,100,100,5
Michigan,1948,Female,White,Democrat,3,2,1,5,2,91,77,89,4
NA,1982,Male,White,Independent,2,1,1,6,6,96,96,96,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA
Texas,1965,Female,White,Independent,3,1,1,8,2,73,84,75,3
Indiana,1973,Female,White,Republican,5,2,1,9,6,89,90,98,5
Colorado,1940,Female,White,Republican,4,1,1,2,2,49,51,52,5
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,46,75,NA
New Jersey,1960,Male,Black,Democrat,1,1,3,NA,3,59,49,50,1
Missouri,1949,Female,White,Republican,4,1,1,5,2,20,11,50,5
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,49,49,NA
Virginia,1958,Male,White,Independent,3,2,3,6,3,77,76,76,2
Oregon,1936,Female,White,Democrat,2,1,4,5,2,86,92,91,3
Maryland,1967,Female,White,Democrat,2,2,3,7,5,81,59,83,2
Michigan,1953,Male,White,Democrat,2,1,3,12,6,49,80,89,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,76,85,NA
Connecticut,1963,Male,White,Independent,4,1,1,10,5,79,74,76,5
Wisconsin,1967,Male,White,Republican,5,1,1,12,5,36,29,90,5
NA,1973,Male,White,Democrat,2,1,3,9,6,91,84,85,2
NA,1948,Male,White,Democrat,2,1,3,10,4,55,61,59,5
California,1953,Female,Hispanic,Republican,5,1,1,13,4,60,86,87,5
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,73,37,NA
Ohio,1978,Female,White,Democrat,3,1,2,3,2,90,90,90,2
Illinois,1959,Male,White,Republican,NA,3,4,2,4,50,50,50,3
Not Asked,1963,Male,Mixed,Independent,3,1,2,10,5,80,80,80,3
Illinois,1955,Female,White,Democrat,2,1,2,10,3,80,95,80,2
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,96,91,NA
New York,1945,Male,White,Democrat,1,1,4,12,4,70,86,61,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,51,NA
Massachusetts,1987,Male,White,Democrat,2,1,4,12,6,62,80,80,2
NA,1955,Male,White,Independent,3,1,1,6,4,100,100,100,4
California,1942,Male,White,Republican,4,1,1,13,6,71,70,81,5
Indiana,1971,Female,White,Independent,3,1,3,NA,5,51,51,54,5
Massachusetts,1957,Male,White,Independent,4,1,4,8,2,80,76,90,5
NA,1957,Female,White,Democrat,3,1,1,10,2,89,90,90,5
Pennsylvania,1939,Female,White,Democrat,2,2,2,3,5,100,100,100,1
NA,1986,Male,White,Democrat,2,1,1,10,6,90,90,90,2
Wisconsin,1962,Male,White,Independent,3,1,3,11,3,69,68,47,3
Utah,1935,Male,White,Democrat,3,1,1,6,5,89,89,98,3
New York,1956,Female,White,Republican,4,1,1,8,5,63,93,54,5
Massachusetts,1958,Female,White,Independent,3,1,3,NA,5,100,50,50,5
Pennsylvania,1951,Male,White,Independent,4,1,1,12,2,59,81,82,5
Pennsylvania,1952,Female,White,Independent,4,1,1,13,5,87,95,75,5
Ohio,1954,Female,White,Democrat,1,1,2,NA,3,100,100,100,1
Oklahoma,1958,Male,White,Independent,3,1,4,12,5,100,100,70,1
Not Asked,1953,Female,White,Democrat,3,3,1,6,6,18,9,28,3
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Illinois,1969,Female,White,Republican,4,1,1,7,5,56,69,50,4
Connecticut,1941,Male,White,Independent,NA,2,1,1,3,99,75,66,5
New York,1941,Male,White,Democrat,2,1,4,4,2,68,61,51,1
North Carolina,1960,Male,White,Independent,3,1,2,12,3,71,80,80,5
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,83,79,NA
Texas,1933,Female,White,Republican,4,1,1,5,2,99,97,89,5
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,75,60,NA
Pennsylvania,1951,Male,White,Independent,4,1,3,8,3,66,65,74,5
Massachusetts,1970,Female,White,Independent,3,1,2,8,6,78,88,91,3
Arizona,1940,Male,White,Republican,5,1,2,6,2,20,40,50,5
California,1953,Female,White,Democrat,3,3,2,7,6,50,51,51,2
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,80,60,NA
NA,1946,Male,White,Democrat,2,1,2,9,6,85,80,90,3
Illinois,1946,Male,White,Republican,3,1,4,NA,6,25,25,90,5
Indiana,1951,Male,White,Republican,5,1,1,7,4,80,79,81,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,53,NA
New York,1944,Male,White,Independent,3,1,1,NA,5,81,80,91,2
New York,1959,Female,White,Independent,3,1,1,3,4,72,67,56,1
Massachusetts,1943,Male,Black,Independent,4,1,1,12,6,77,58,41,5
Illinois,1952,Male,White,Republican,5,1,2,4,2,99,100,99,5
NA,1941,Male,White,Independent,1,1,2,9,6,60,91,79,3
Minnesota,1979,Male,White,Republican,5,1,1,NA,5,30,24,50,4
Texas,1970,Male,White,Independent,3,1,1,10,6,52,51,48,5
Pennsylvania,1985,Male,White,Democrat,3,1,2,13,6,74,77,76,5
California,1956,Male,White,Republican,4,1,2,2,6,81,90,95,5
Kentucky,1978,Male,White,Republican,3,1,1,11,5,70,70,75,5
NA,1975,Male,White,Independent,4,2,1,NA,2,65,80,80,5
Florida,1950,Male,White,Democrat,2,1,3,6,4,99,89,95,3
NA,1947,Female,White,Independent,2,1,4,12,5,90,90,90,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,91,NA
New York,1940,Male,White,Independent,3,1,1,6,2,86,85,85,5
Mississippi,1934,Male,White,Democrat,3,1,1,7,6,51,47,40,2
Wisconsin,1970,Female,Hispanic,Democrat,3,1,4,12,5,69,80,50,1
Arkansas,1943,Male,White,Independent,3,2,4,NA,5,75,72,73,2
California,1956,Male,White,Republican,5,1,2,2,2,51,51,51,5
Pennsylvania,1937,Female,White,Republican,5,2,1,3,2,94,19,46,5
New Jersey,1946,Female,White,Republican,4,1,1,3,4,100,100,97,5
Virginia,1963,Male,White,Republican,2,2,3,9,3,4,49,79,2
Texas,1953,Female,White,Democrat,3,1,4,8,3,95,92,94,2
Michigan,1959,Male,White,Independent,4,1,4,9,3,29,29,41,5
NA,1960,Male,White,Independent,3,1,2,12,5,80,80,80,2
NA,1951,Male,White,Republican,4,1,2,9,6,78,89,88,5
California,1964,Male,White,Democrat,2,1,4,13,3,79,100,100,3
NA,1973,Male,White,Independent,3,1,4,5,6,76,21,76,4
Michigan,1975,Female,White,Democrat,2,1,4,10,5,90,90,75,3
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,86,59,NA
Arizona,1959,Male,White,Democrat,2,1,4,1,4,99,99,100,2
New York,1949,Female,White,Democrat,2,1,4,9,2,27,54,95,3
Minnesota,1946,Male,White,Independent,4,1,3,15,6,88,81,79,4
Delaware,1948,Female,White,Republican,3,1,1,NA,6,77,42,90,5
Wisconsin,1937,Male,White,Democrat,3,1,1,8,6,74,64,72,2
Idaho,1954,Male,White,Democrat,2,1,2,3,2,81,95,90,2
Utah,1957,Female,White,Democrat,2,1,4,9,5,70,64,60,3
New York,1967,Male,White,Independent,3,1,1,8,6,94,91,90,5
Indiana,1949,Male,White,Republican,5,1,2,5,3,50,51,61,5
Massachusetts,1964,Male,White,Independent,3,1,1,11,4,90,90,90,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,50,NA
Wisconsin,1970,Male,Other,Republican,4,2,3,NA,5,13,70,70,5
New York,1949,Male,White,Republican,4,1,1,11,5,66,69,73,5
California,1949,Female,Other,Republican,4,1,1,7,5,51,50,NA,3
Washington,1945,Male,White,Independent,3,1,3,6,3,40,46,40,4
Oklahoma,1961,Female,White,Republican,NA,3,2,9,2,30,21,50,5
Maryland,1966,Female,White,Democrat,2,1,4,8,6,80,50,50,1
Indiana,1964,Female,White,Republican,4,1,1,9,5,91,89,91,4
Indiana,1939,Female,White,Democrat,3,1,4,5,4,69,73,70,4
Missouri,1958,Male,White,Democrat,3,2,2,4,2,82,46,40,3
Not Asked,1962,Male,White,Independent,2,1,1,10,5,81,100,91,2
California,1954,Female,White,Democrat,2,1,4,11,5,80,81,80,4
Not Asked,1967,Male,White,Independent,3,2,1,12,6,51,51,51,3
Pennsylvania,1965,Female,White,Republican,4,2,2,6,3,81,39,77,5
NA,1979,Female,Mixed,Democrat,1,1,1,NA,6,100,100,99,1
Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,99,98,NA
Missouri,1968,Male,White,Other,2,1,2,11,6,80,80,80,5
NA,1965,Male,White,Republican,4,1,2,NA,4,52,49,51,5
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,91,95,NA
NA,1955,Male,White,Republican,5,1,1,9,3,60,48,78,5
NA,1968,Male,White,Democrat,2,1,4,12,6,86,60,85,4
Wisconsin,1957,Female,White,Republican,4,2,1,4,3,93,66,69,5
NA,1973,Male,Black,Independent,3,1,3,12,3,98,97,92,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,60,84,NA
Not Asked,1962,Female,White,Republican,4,1,3,NA,5,81,79,81,5
California,1954,Female,White,Democrat,3,1,3,10,6,98,75,70,3
New York,1952,Female,White,Democrat,2,1,4,9,6,100,100,100,2
South Carolina,1964,Female,White,Democrat,1,1,4,10,5,85,84,83,3
Minnesota,1961,Male,White,Democrat,1,1,4,12,6,93,83,90,1
Indiana,1951,Female,White,Independent,4,1,1,6,5,55,69,77,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Kentucky,1949,Male,White,Republican,4,2,2,11,2,69,41,40,5
NA,1949,Male,Black,Democrat,3,2,2,10,3,95,88,79,2
Alabama,1950,Male,Black,Democrat,1,3,1,7,4,100,99,100,1
New Jersey,1932,Female,White,Democrat,2,1,3,NA,5,95,90,97,4
New Jersey,1943,Male,White,Independent,4,1,2,5,2,80,80,79,5
Massachusetts,1955,Female,White,Independent,3,1,2,8,5,90,98,100,2
Not Asked,1947,Female,White,Independent,3,1,3,NA,2,56,87,66,2
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,79,76,NA
California,1964,Male,White,Republican,4,1,2,11,3,71,51,51,5
Washington,1969,Female,White,Democrat,2,1,4,10,5,89,90,89,3
Wisconsin,1953,Male,White,Independent,4,1,1,6,5,82,94,78,2
Texas,1947,Female,White,Democrat,4,2,2,4,2,25,25,25,3
Pennsylvania,1964,Male,Other,Democrat,4,1,1,9,6,61,78,89,5
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,70,86,NA
New Jersey,1948,Female,White,Republican,4,1,2,9,6,75,75,100,5
NA,1969,Female,White,Independent,3,1,2,4,3,87,81,81,5
Pennsylvania,1973,Female,White,Democrat,1,1,4,4,2,100,100,100,2
Illinois,1984,Female,Black,Democrat,1,1,4,6,4,94,84,79,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,73,78,NA
Missouri,1940,Female,White,Independent,3,1,1,3,2,73,86,83,1
Not Asked,1948,Female,Hispanic,Independent,3,2,3,NA,6,60,60,61,4
Florida,1931,Female,White,Democrat,3,2,2,2,2,76,60,65,3
Maryland,1961,Male,White,Independent,3,2,3,NA,2,100,100,100,3
California,1949,Female,White,Independent,3,1,2,6,4,80,75,71,1
Connecticut,1942,Female,White,Republican,4,1,2,5,2,42,34,71,4
Not Asked,1963,Male,White,Independent,3,1,4,12,5,94,78,91,3
Texas,1957,Male,White,Democrat,2,1,2,14,6,51,52,51,1
Texas,1953,Female,Hispanic,Republican,4,2,1,11,3,100,99,75,4
Florida,1951,Male,White,Republican,4,1,3,9,5,52,96,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,41,75,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,96,95,NA
Indiana,1935,Male,White,Independent,3,1,1,7,2,99,98,99,5
Rhode Island,1953,Male,White,Independent,2,1,3,8,5,69,68,70,3
NA,1972,Male,White,Independent,3,1,3,11,6,54,56,51,2
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,63,98,NA
Virginia,1973,Male,Mixed,Independent,3,1,4,13,6,66,73,81,5
NA,1969,Female,White,Republican,5,1,1,NA,6,96,94,95,5
Illinois,1965,Male,White,Democrat,2,1,4,11,3,34,80,80,2
Not Asked,1975,Male,White,Independent,3,2,4,14,5,100,100,100,5
California,1957,Male,White,Republican,5,1,1,6,5,66,77,91,5
Pennsylvania,1963,Male,White,Democrat,2,1,4,11,6,100,99,99,2
Minnesota,1954,Male,White,Republican,4,1,1,9,6,79,81,81,5
NA,1957,Female,Black,Democrat,1,1,4,12,6,90,78,78,2
Michigan,1934,Female,White,Republican,4,4,1,NA,2,51,50,50,5
Ohio,1972,Female,White,Democrat,1,1,3,NA,6,83,81,81,1
New Jersey,1971,Male,White,Independent,3,2,3,11,5,54,89,91,3
Oregon,1950,Female,White,Democrat,2,1,4,5,5,54,54,55,3
Illinois,1945,Male,White,Republican,4,1,1,NA,2,5,7,19,2
Pennsylvania,1944,Male,White,Democrat,2,3,3,4,2,53,31,27,4
NA,1963,Female,White,Republican,4,1,1,NA,3,98,98,98,5
California,1962,Female,White,Republican,4,1,3,11,3,47,49,62,5
NA,1953,Female,White,Republican,4,1,1,2,2,61,51,21,5
Oregon,1947,Female,White,Democrat,1,1,4,7,3,97,99,91,1
Wisconsin,1962,Male,White,Republican,4,1,2,11,3,81,78,76,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,73,78,NA
Pennsylvania,1957,Male,White,Independent,3,1,1,12,6,78,78,78,2
NA,1961,Male,White,Democrat,1,1,3,9,6,100,100,100,1
Wisconsin,1946,Female,White,Democrat,1,1,4,2,3,89,91,90,1
California,1956,Male,Hispanic,Republican,4,1,2,7,3,91,91,91,3
Pennsylvania,1951,Male,White,Independent,3,1,3,7,4,90,90,69,4
NA,1974,Female,White,Democrat,2,1,4,7,5,52,47,52,1
Colorado,1964,Male,White,Democrat,1,1,4,6,3,50,50,50,2
Not Asked,1974,Female,White,Democrat,1,1,4,10,5,52,78,80,1
New York,1952,Female,White,Democrat,2,1,3,2,3,100,100,100,1
Missouri,1956,Male,White,Republican,5,1,2,7,2,50,50,50,5
NA,1948,Male,White,Democrat,2,1,4,14,6,51,NA,50,2
Connecticut,1963,Male,White,Democrat,3,1,3,12,5,75,53,84,3
Ohio,1949,Male,White,Republican,5,1,1,NA,2,73,80,71,5
NA,1969,Female,White,Republican,4,1,2,5,4,67,93,84,5
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
California,1931,Male,White,Republican,4,1,1,13,6,81,72,86,5
New Jersey,1971,Male,White,Democrat,3,2,4,5,5,40,40,75,2
Louisiana,1937,Female,White,Republican,5,1,2,NA,2,52,50,73,3
Maryland,1981,Male,Asian,Independent,3,2,4,9,5,69,77,82,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,75,60,NA
New Jersey,1963,Male,White,Republican,3,2,2,13,5,52,51,51,5
Not Asked,1966,Male,Asian,Independent,3,3,2,9,4,71,45,58,1
Michigan,1972,Male,White,Republican,5,1,1,6,5,22,89,79,5
New York,1949,Female,Black,Independent,2,1,4,NA,2,100,85,86,2
California,1945,Female,White,Independent,4,1,1,2,4,100,100,100,5
Texas,1974,Male,Black,Independent,2,1,2,NA,6,100,80,81,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99,NA
Utah,1965,Male,White,Republican,4,1,1,7,5,95,95,95,5
Illinois,1960,Female,Hispanic,Democrat,2,1,1,12,5,97,99,97,5
Indiana,1949,Male,White,Republican,4,1,4,11,5,65,50,78,5
Minnesota,1960,Female,White,Democrat,3,3,2,8,2,50,50,48,4
Texas,1960,Male,White,Independent,4,1,1,8,6,21,6,86,5
New York,1948,Male,Hispanic,Republican,4,1,2,9,4,90,80,90,5
New York,1941,Male,White,Republican,4,1,1,NA,5,81,85,84,5
Not Asked,1975,Male,Asian,Independent,3,3,1,11,5,60,66,66,5
California,1955,Male,Other,Independent,4,1,3,1,3,100,100,100,5
New York,1950,Male,White,Republican,4,1,3,9,3,31,40,75,5
Ohio,1956,Male,White,Independent,4,1,3,8,5,61,50,50,5
Ohio,1986,Male,White,Independent,3,2,1,5,5,50,50,50,2
NA,1979,Male,White,Republican,4,2,4,7,5,59,34,20,5
Massachusetts,1960,Male,White,Independent,4,1,2,9,3,49,51,51,5
New Jersey,1950,Male,White,Independent,2,1,4,11,6,50,50,50,2
Not Asked,1961,Male,Native American,Democrat,4,1,1,10,6,80,85,81,2
North Dakota,1953,Male,White,Republican,4,1,3,12,6,25,78,89,5
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,99,97,NA
Not Asked,1956,Female,Mixed,Independent,3,1,4,8,4,92,100,99,2
Ohio,1952,Male,White,Republican,5,1,4,11,6,50,50,50,5
NA,1978,Male,White,Independent,3,1,4,11,6,70,80,80,2
Connecticut,1941,Male,White,Independent,3,1,2,NA,3,20,71,80,5
Michigan,1952,Female,White,Democrat,2,1,1,10,5,100,100,100,1
Wisconsin,1954,Male,White,Independent,3,1,2,NA,4,77,72,79,3
Oklahoma,1937,Female,White,Independent,4,2,1,NA,3,94,77,49,4
North Carolina,1954,Male,White,Republican,4,1,1,8,5,82,81,83,4
Missouri,1969,Male,Asian,Democrat,2,1,2,13,5,65,70,87,2
Oregon,1956,Male,White,Republican,4,2,4,10,3,41,50,50,5
Illinois,1944,Male,White,Republican,3,2,2,6,4,94,81,78,5
Michigan,1948,Female,White,Democrat,3,1,3,4,4,48,60,59,4
Ohio,1953,Female,White,Independent,4,1,1,6,5,50,51,50,5
Virginia,1973,Male,White,Republican,5,1,1,12,5,90,91,87,4
Indiana,1970,Male,White,Democrat,2,1,4,11,5,85,85,85,1
Pennsylvania,1952,Female,White,Democrat,2,2,1,6,6,94,100,97,2
New York,1967,Male,White,Democrat,2,1,1,7,6,61,63,72,2
Missouri,1982,Male,Mixed,Republican,5,2,1,8,6,50,30,36,5
Connecticut,1955,Female,White,Independent,2,1,1,8,3,78,81,78,3
Texas,1943,Female,Black,Democrat,2,2,1,NA,2,77,25,52,5
Florida,1983,Female,White,Democrat,2,1,4,NA,5,50,50,50,2
NA,1952,Female,White,Independent,5,1,1,6,3,66,52,78,5
NA,1957,Male,White,Democrat,2,1,2,7,6,80,82,90,2
Illinois,1946,Female,White,Democrat,1,1,4,NA,2,100,100,100,2
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,59,70,NA
NA,1979,Male,Middle Eastern,Independent,3,1,1,12,6,94,92,89,1
California,1961,Male,Black,Democrat,2,1,2,NA,5,50,50,50,1
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,NA
Texas,1981,Male,White,Independent,4,1,4,5,5,60,60,99,5
Massachusetts,1956,Female,White,Independent,3,1,1,NA,5,78,100,80,5
Connecticut,1958,Female,White,Independent,2,1,4,NA,5,90,88,90,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,52,53,NA
Alabama,1955,Male,White,Democrat,3,1,4,13,5,50,70,59,1
NA,1950,Male,White,Independent,3,1,4,6,3,39,31,61,2
Louisiana,1955,Male,White,Independent,3,1,3,9,5,90,91,94,2
Ohio,1958,Male,White,Democrat,3,1,1,NA,3,61,50,51,2
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,80,95,NA
NA,1947,Male,White,Democrat,4,2,2,8,4,76,77,76,5
NA,1964,Female,White,Republican,3,1,1,8,5,56,56,54,5
NA,1949,Female,White,Democrat,2,1,2,12,5,75,76,75,3
Massachusetts,1978,Male,White,Independent,4,1,2,NA,2,40,35,15,5
New York,1936,Female,White,Republican,4,1,1,NA,2,50,53,50,5
NA,1960,Female,Black,Democrat,2,1,2,NA,5,66,92,86,1
California,1962,Male,White,Independent,1,1,4,1,3,97,99,91,1
Pennsylvania,1976,Female,White,Democrat,1,1,4,9,5,50,52,83,3
Arizona,1951,Male,White,Republican,4,1,4,7,5,82,75,86,5
Oregon,1939,Male,White,Republican,4,1,3,11,6,71,59,78,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,74,63,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
California,1960,Female,Mixed,Democrat,3,1,4,12,3,70,91,100,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,56,NA
NA,1943,Male,Black,Democrat,3,2,1,7,3,90,60,91,3
Pennsylvania,1957,Male,White,Independent,3,2,2,12,5,75,75,74,2
Florida,1952,Male,White,Democrat,3,1,2,9,5,52,91,99,2
California,1955,Female,Hispanic,Democrat,2,1,2,3,3,93,98,96,1
New York,1961,Male,White,Democrat,3,3,2,6,2,9,10,8,4
New York,1973,Male,White,Republican,5,2,3,NA,5,85,100,100,5
Ohio,1960,Male,White,Republican,3,2,3,10,4,50,50,90,5
California,1973,Male,White,Republican,3,1,3,11,5,83,84,99,4
West Virginia,1954,Male,Black,Democrat,4,1,1,6,5,97,42,4,4
NA,1943,Female,White,Democrat,3,2,1,NA,4,51,50,51,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,100,100,NA
NA,1959,Male,White,Republican,4,1,3,2,5,80,50,91,2
