state,birth_year,sex,immi_naturalize_2016,gaymar_2016,deathpen_2016,univhealthcov_2016,envwarm_2016,taxdoug_2016,amshamed_2016,gunown_2016
Alabama,1950,Male,1,0,1,1,1,1,1,1
New Jersey,1932,Female,1,1,0,1,1,1,2,1
New Jersey,1943,Male,0,0,1,0,4,1,2,NA
Massachusetts,1955,Female,1,1,0,1,1,1,2,0
Not Asked,1947,Female,0,1,0,NA,1,1,1,0
Minnesota,1936,Male,1,1,0,1,1,1,2,0
California,1964,Male,0,0,1,0,2,2,2,1
Washington,1969,Female,1,1,0,1,1,1,1,0
Wisconsin,1953,Male,0,0,NA,1,1,1,1,1
Texas,1947,Female,1,1,1,0,2,1,3,0
Pennsylvania,1964,Male,0,0,1,0,4,2,3,0
Massachusetts,1940,Male,1,NA,0,0,3,2,4,0
New Jersey,1948,Female,NA,1,NA,0,3,2,3,0
Pennsylvania,1973,Female,1,1,0,1,1,1,1,0
Illinois,1984,Female,1,1,1,1,1,1,2,0
Missouri,1940,Female,1,1,1,1,1,1,2,0
Not Asked,1948,Female,0,0,0,1,2,2,4,0
Florida,1931,Female,1,1,1,1,2,1,3,0
Maryland,1961,Male,0,0,0,0,4,2,4,0
California,1949,Female,1,1,1,1,1,1,1,0
Connecticut,1942,Female,1,0,1,0,4,2,2,0
Not Asked,1963,Male,1,1,0,1,1,1,2,0
Texas,1957,Male,1,1,0,1,1,1,2,0
Texas,1953,Female,NA,0,0,0,2,1,2,0
Florida,1951,Male,1,NA,1,0,3,2,4,1
New York,1946,Female,1,1,0,NA,1,1,NA,0
Indiana,1935,Male,1,1,0,1,1,1,3,0
Rhode Island,1953,Male,1,1,0,1,1,1,1,0
Texas,1968,Male,NA,1,0,0,2,1,1,1
Virginia,1963,Male,0,1,1,0,4,2,2,0
Illinois,1965,Male,1,1,0,1,1,1,1,0
Not Asked,1975,Male,NA,1,1,0,1,2,2,1
California,1957,Male,1,0,1,0,2,2,2,1
Pennsylvania,1963,Male,1,1,0,1,1,1,1,0
Minnesota,1954,Male,0,0,1,0,3,2,4,1
Michigan,1934,Female,0,NA,1,0,2,2,2,0
Ohio,1972,Female,1,1,0,1,1,1,1,0
New Jersey,1971,Male,1,1,NA,NA,1,1,2,NA
Oregon,1950,Female,1,1,0,1,1,1,2,0
Illinois,1945,Male,NA,0,1,0,4,1,1,NA
Pennsylvania,1944,Male,0,0,1,0,3,1,3,0
California,1962,Female,1,1,1,0,4,2,4,0
Oregon,1947,Female,1,1,1,1,1,1,2,1
Wisconsin,1962,Male,0,0,1,0,3,1,3,1
Pennsylvania,1942,Male,1,1,0,1,1,3,2,1
Pennsylvania,1957,Male,1,1,0,1,1,1,1,0
Pennsylvania,1953,Male,NA,0,0,1,2,2,2,1
Wisconsin,1946,Female,1,1,0,1,1,1,1,0
California,1956,Male,1,NA,0,1,2,1,3,0
Pennsylvania,1951,Male,1,1,1,0,4,1,3,1
Colorado,1964,Male,1,1,0,1,1,1,2,0
Not Asked,1974,Female,1,1,0,1,1,1,2,1
New York,1952,Female,1,1,0,1,1,1,1,0
Missouri,1956,Male,0,0,1,0,4,2,4,NA
Connecticut,1963,Male,1,1,0,1,1,1,1,0
Ohio,1949,Male,NA,0,1,0,3,1,2,1
New York,1963,Male,1,1,0,1,1,1,1,0
California,1931,Male,1,0,1,1,2,2,2,0
New Jersey,1971,Male,0,0,1,1,1,1,1,0
Louisiana,1937,Female,NA,NA,1,1,2,1,2,NA
Maryland,1981,Male,1,1,1,1,1,1,1,0
New Jersey,1963,Male,1,0,NA,1,3,2,4,1
Not Asked,1966,Male,NA,NA,NA,1,1,1,NA,0
Michigan,1972,Male,0,0,1,0,4,2,4,NA
New York,1949,Female,1,1,0,1,1,1,1,0
California,1945,Female,1,1,1,0,1,2,3,1
Texas,1974,Male,0,1,0,1,1,1,3,0
Utah,1965,Male,1,0,1,0,1,2,2,1
Illinois,1960,Female,1,1,1,NA,1,1,1,0
Indiana,1949,Male,0,NA,1,0,3,2,4,1
Minnesota,1960,Female,0,NA,1,NA,2,1,1,1
Texas,1960,Male,0,1,1,0,4,2,4,1
New York,1948,Male,0,0,1,0,4,2,2,1
New York,1941,Male,1,0,1,0,2,2,3,NA
Not Asked,1975,Male,0,1,1,1,2,2,2,0
California,1955,Male,1,1,1,0,3,2,3,NA
New York,1950,Male,1,0,1,0,3,2,1,1
Ohio,1956,Male,NA,1,1,0,2,3,NA,1
Ohio,1986,Male,1,NA,0,1,1,1,2,0
Massachusetts,1960,Male,NA,0,1,0,3,2,2,1
New Jersey,1950,Male,1,1,NA,1,1,1,2,1
Not Asked,1961,Male,1,1,1,1,1,1,1,1
North Dakota,1953,Male,1,1,0,0,2,2,2,0
Ohio,1941,Male,1,1,0,1,1,1,1,0
Not Asked,1956,Female,1,1,NA,1,1,1,2,1
Ohio,1952,Male,1,1,1,0,3,2,4,0
Connecticut,1941,Male,1,0,1,0,2,3,2,NA
Texas,1968,Male,1,1,NA,1,1,1,2,0
Michigan,1952,Female,1,1,0,1,1,1,1,1
Wisconsin,1954,Male,1,1,0,1,1,1,1,1
Oklahoma,1935,Female,NA,0,1,0,3,3,2,1
North Carolina,1954,Male,NA,0,NA,0,2,2,1,0
Missouri,1969,Male,1,1,NA,1,1,1,1,0
Oregon,1956,Male,1,1,1,0,2,2,1,NA
Illinois,1944,Male,0,0,1,0,4,1,2,1
Michigan,1948,Female,0,1,1,1,1,1,4,1
Ohio,1953,Female,0,NA,1,0,4,2,4,1
Virginia,1973,Male,0,0,1,0,4,2,4,0
Indiana,1970,Male,1,1,NA,1,1,1,2,0
Pennsylvania,1952,Female,1,1,NA,1,1,1,1,0
New York,1967,Male,1,1,0,1,1,1,2,0
Missouri,1982,Male,0,0,1,0,4,2,2,1
Connecticut,1955,Female,1,1,0,1,1,1,1,0
Texas,1943,Female,0,0,1,1,1,1,1,0
Florida,1983,Female,1,1,0,1,1,1,2,0
Illinois,1946,Female,1,1,0,1,1,1,1,0
Virginia,1950,Female,0,NA,1,0,3,1,2,0
California,1961,Male,1,1,NA,1,1,1,1,0
California,1960,Male,1,1,0,1,1,1,1,0
Texas,1981,Male,0,1,1,0,3,2,1,0
Massachusetts,1956,Female,0,1,1,0,2,1,2,0
Connecticut,1958,Female,1,1,0,NA,1,1,2,0
Alabama,1955,Male,1,1,1,1,1,1,1,0
Louisiana,1955,Male,1,1,NA,1,1,1,2,0
Ohio,1958,Male,1,1,0,1,1,1,2,0
Missouri,1961,Male,1,1,0,1,1,1,1,0
Massachusetts,1978,Male,0,1,NA,0,4,2,1,0
New York,1936,Female,1,0,1,0,3,3,3,1
California,1962,Male,1,1,0,1,1,1,1,0
Pennsylvania,1976,Female,NA,1,NA,1,1,1,3,0
Arizona,1951,Male,0,1,0,0,3,2,3,1
Oregon,1939,Male,0,1,1,0,4,2,2,NA
California,1960,Female,0,1,NA,1,1,3,2,1
Pennsylvania,1957,Male,NA,1,0,NA,1,1,1,0
Florida,1952,Male,1,1,1,1,1,1,2,1
California,1955,Female,1,1,0,1,1,1,1,1
New York,1961,Male,0,0,0,1,3,1,3,1
New York,1973,Male,0,1,1,0,2,1,4,1
Ohio,1960,Male,0,0,1,0,2,3,3,1
California,1973,Male,1,1,1,0,3,1,4,0
West Virginia,1954,Male,0,0,1,NA,3,1,3,1
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1948,Male,1,NA,0,NA,2,1,2,0
New York,1981,Female,0,1,1,0,1,1,2,1
Rhode Island,1948,Male,1,1,0,1,1,1,1,0
Ohio,1950,Female,0,NA,1,0,3,2,3,1
Georgia,1956,Female,0,1,1,1,2,1,2,0
California,1986,Female,1,1,1,1,1,1,1,0
New Jersey,1980,Female,1,1,0,1,1,1,1,0
California,1966,Male,1,1,0,1,1,1,2,0
Pennsylvania,1971,Female,1,1,NA,1,1,1,1,0
Pennsylvania,1949,Male,0,1,0,1,1,1,2,1
Pennsylvania,1976,Female,1,1,NA,NA,1,1,1,0
California,1976,Female,1,1,0,1,1,1,1,0
Montana,1978,Male,1,1,0,1,1,1,1,0
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1982,Female,1,1,NA,1,1,1,1,0
Michigan,1951,Male,0,0,0,0,2,1,4,0
Pennsylvania,1968,Female,NA,1,1,NA,1,3,2,0
Ohio,1984,Male,1,1,1,1,1,1,2,0
New Jersey,1986,Female,NA,1,1,1,2,2,2,0
Michigan,1949,Male,1,1,0,1,1,1,1,0
Colorado,1973,Male,1,1,1,0,1,1,1,0
Illinois,1962,Female,1,1,1,1,1,1,2,0
Texas,1978,Female,0,0,0,0,2,1,1,0
New York,1964,Female,1,1,NA,1,1,1,3,0
Pennsylvania,1963,Male,NA,1,1,0,4,2,3,1
New York,1968,Male,0,NA,1,0,2,1,NA,1
New Jersey,1983,Male,1,1,0,1,1,1,2,0
Not Asked,1977,Male,1,1,0,1,1,1,1,0
Pennsylvania,1977,Female,0,0,1,1,2,1,2,0
Michigan,1978,Female,NA,0,NA,0,3,3,3,0
Rhode Island,1986,Male,1,1,0,1,1,1,1,NA
South Dakota,1941,Female,1,1,0,1,1,1,2,1
Minnesota,1960,Male,1,0,1,0,3,2,2,1
Texas,1966,Male,1,1,0,1,1,1,1,0
Washington,1950,Male,1,1,1,1,1,2,2,0
Florida,1969,Male,0,1,1,0,3,2,2,0
Illinois,1969,Female,NA,0,0,0,3,1,1,0
California,1951,Female,NA,0,1,0,2,1,1,1
California,1945,Female,1,1,1,0,1,1,2,0
New York,1948,Male,1,1,0,1,1,1,1,0
Michigan,1954,Male,1,1,0,1,1,1,1,0
Ohio,1966,Male,0,0,1,0,4,2,4,0
New York,1950,Male,1,NA,1,0,1,1,2,1
Texas,1974,Male,0,0,1,0,2,2,1,1
Ohio,1949,Male,1,NA,0,1,1,1,2,0
Connecticut,1933,Male,NA,0,NA,0,2,3,NA,0
North Dakota,1953,Female,1,1,0,1,1,1,1,0
California,1941,Male,NA,1,0,1,1,1,1,0
California,1954,Female,NA,1,0,1,1,3,1,1
Florida,1960,Male,0,0,1,1,1,1,3,1
Not Asked,1928,Female,1,1,0,1,1,1,1,0
Alabama,1950,Female,0,0,1,0,3,1,NA,1
Florida,1944,Female,1,1,1,0,1,1,2,0
California,1927,Male,1,1,0,1,1,1,2,1
Wisconsin,1937,Female,0,0,NA,1,1,1,1,1
Colorado,1967,Male,0,1,0,1,1,2,1,0
Wisconsin,1948,Male,1,1,0,1,1,1,1,1
Texas,1949,Female,1,1,0,1,1,1,1,0
New York,1943,Male,1,1,0,1,1,1,2,0
Not Asked,1965,Male,1,1,1,1,1,1,1,1
Illinois,1941,Female,0,1,1,1,1,1,1,1
California,1953,Male,0,0,1,0,4,2,1,NA
New York,1932,Male,0,0,1,NA,3,3,1,1
Texas,1965,Male,1,1,1,1,1,1,2,0
New Jersey,1970,Male,1,1,NA,1,1,1,2,0
Illinois,1955,Female,1,1,0,1,5,1,2,0
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1932,Male,1,NA,1,1,1,1,2,0
Pennsylvania,1943,Female,NA,0,1,1,2,1,1,0
New Jersey,1952,Female,0,0,1,1,2,2,3,0
Wisconsin,1948,Female,1,1,0,1,1,3,2,1
Ohio,1969,Male,1,1,0,1,1,1,2,0
Not Asked,1953,Female,1,1,0,1,1,1,2,0
Washington,1938,Female,1,1,0,1,1,1,1,0
Illinois,1937,Female,1,1,0,1,1,1,2,0
California,1936,Male,1,1,0,1,1,1,2,0
Ohio,1949,Female,1,1,NA,0,2,2,2,1
New York,1948,Female,1,0,0,1,1,1,2,0
Ohio,1938,Male,1,1,NA,1,1,1,NA,0
California,1966,Male,1,1,0,1,1,1,2,0
Wisconsin,1953,Female,1,0,NA,0,3,2,1,0
Missouri,1949,Male,1,1,NA,1,1,1,2,0
Minnesota,1966,Female,0,1,0,1,1,1,2,1
Wisconsin,1970,Female,1,1,0,1,1,1,1,0
Tennessee,1948,Male,1,1,0,NA,2,1,1,0
Michigan,1956,Female,0,0,1,1,1,1,1,0
Pennsylvania,1947,Female,1,1,1,1,1,1,2,0
California,1942,Male,1,1,NA,1,2,1,2,0
Ohio,1948,Female,1,1,0,1,1,1,2,0
Missouri,1949,Male,1,1,0,1,1,1,2,0
Texas,1964,Male,0,1,1,0,2,1,3,0
Missouri,1986,Male,1,1,0,1,1,1,1,0
Colorado,1952,Female,1,1,0,1,1,1,1,1
Illinois,1983,Female,1,1,1,1,1,1,1,0
Oklahoma,1982,Male,1,1,1,1,1,1,1,0
Louisiana,1949,Male,0,1,1,0,3,2,4,1
Pennsylvania,1955,Male,0,0,1,0,3,2,4,1
California,1964,Male,0,1,1,0,1,1,2,1
Indiana,1941,Female,1,1,0,1,1,1,2,0
Illinois,1975,Male,1,1,0,1,1,1,2,0
Kansas,1943,Male,0,0,1,0,2,2,2,NA
California,1937,Female,1,1,0,1,1,1,2,0
Indiana,1951,Female,NA,1,0,1,1,1,2,0
Ohio,1946,Male,1,1,0,1,2,1,1,1
Texas,1945,Male,0,1,0,1,1,1,1,0
Indiana,1948,Male,1,1,NA,1,1,1,2,1
Alabama,1937,Female,0,0,0,1,3,2,3,1
Florida,1966,Male,1,1,NA,1,1,1,2,1
Not Asked,1953,Male,0,0,1,0,4,3,4,1
Ohio,1938,Male,0,NA,0,1,2,1,NA,0
Illinois,1970,Male,1,1,NA,1,1,1,1,0
Illinois,1946,Female,1,1,NA,1,1,1,4,0
Texas,1969,Female,1,1,1,1,1,1,2,0
Oklahoma,1966,Male,1,1,NA,1,1,1,2,1
New York,1951,Male,NA,0,1,0,3,3,2,NA
Colorado,1963,Male,1,1,0,1,1,1,1,1
Illinois,1967,Female,0,NA,1,0,2,1,1,0
Kansas,1965,Male,1,1,1,0,2,2,2,0
Arizona,1973,Male,NA,1,1,0,1,1,2,0
Missouri,1958,Female,1,1,1,1,1,1,2,1
Pennsylvania,1976,Male,1,1,0,1,1,1,1,0
Pennsylvania,1951,Female,NA,1,NA,1,1,1,2,NA
Pennsylvania,1972,Male,1,1,1,0,1,1,2,1
Michigan,1977,Female,NA,1,0,1,1,1,1,0
Texas,1951,Male,0,0,1,0,3,2,4,1
Texas,1954,Female,NA,NA,1,0,4,3,1,1
Pennsylvania,1949,Male,1,NA,1,1,4,1,4,1
Wyoming,1940,Female,1,1,0,1,1,1,2,1
Maine,1958,Male,NA,NA,0,0,2,3,2,1
Minnesota,1967,Male,1,1,NA,1,1,1,1,0
Hawaii,1956,Female,NA,0,NA,NA,2,1,1,0
Illinois,1942,Female,1,1,0,1,1,1,2,0
Michigan,1947,Male,0,0,1,0,4,1,2,1
Minnesota,1948,Female,1,1,1,1,1,1,1,0
Rhode Island,1965,Male,1,1,0,1,1,1,2,0
Virginia,1962,Female,NA,1,NA,1,2,1,1,1
Wisconsin,1960,Male,0,0,1,0,5,2,3,0
Not Asked,1953,Female,1,1,1,1,1,1,1,0
Missouri,1955,Male,1,1,1,1,1,1,1,0
Colorado,1968,Male,1,1,NA,1,1,1,1,0
California,1956,Male,0,0,1,0,2,3,NA,0
Utah,1935,Male,1,1,1,NA,2,2,2,1
California,1948,Male,0,0,1,0,4,2,2,1
Florida,1960,Female,0,NA,1,0,2,1,3,1
Maryland,1949,Female,0,0,1,0,4,2,4,1
Not Asked,1951,Male,0,NA,1,0,4,2,4,NA
Virginia,1967,Female,1,1,NA,NA,1,1,2,0
Washington,1960,Male,1,0,1,0,2,3,2,1
California,1953,Female,1,1,0,1,1,1,1,0
Florida,1977,Female,1,1,0,1,1,1,1,0
Virginia,1946,Male,1,0,0,0,2,2,2,1
New Jersey,1964,Male,1,1,0,1,1,2,2,1
New York,1957,Female,1,1,0,1,1,1,2,1
Pennsylvania,1966,Female,1,1,0,1,1,1,2,0
Alabama,1943,Male,0,0,1,0,2,2,3,NA
Louisiana,1960,Male,NA,NA,1,0,3,2,2,NA
New York,1966,Female,1,1,0,1,1,1,1,NA
Texas,1955,Male,NA,0,1,0,3,2,1,1
California,1961,Female,1,1,0,1,1,1,2,0
Washington,1935,Female,1,1,0,1,1,1,2,1
Pennsylvania,1952,Male,1,1,0,1,1,1,2,0
Wisconsin,1965,Male,NA,NA,1,0,2,2,4,1
Connecticut,1962,Male,0,1,1,NA,1,1,1,0
California,1952,Male,1,0,NA,1,1,1,1,1
South Carolina,1949,Female,1,1,NA,1,1,1,1,0
Illinois,1974,Male,1,1,0,1,1,1,2,0
Washington,1948,Female,NA,0,1,0,3,2,2,0
Pennsylvania,1967,Female,1,1,0,1,1,1,1,1
Iowa,1983,Male,1,1,0,1,1,1,1,0
Florida,1952,Male,0,NA,1,1,2,1,NA,0
Not Asked,1939,Male,0,NA,1,0,2,2,3,1
Mississippi,1964,Male,0,0,1,0,2,1,2,1
Indiana,1948,Male,1,1,0,1,1,1,2,1
Oregon,1968,Male,1,1,0,1,1,1,1,0
New Jersey,1975,Male,1,1,0,1,1,1,1,0
Ohio,1973,Male,1,1,1,1,1,1,1,0
Tennessee,1969,Female,1,1,1,1,1,1,NA,0
Nebraska,1936,Male,1,1,0,1,1,1,1,0
Wisconsin,1952,Male,1,1,0,1,1,1,2,1
California,1933,Female,1,1,0,1,1,1,2,0
Ohio,1963,Male,0,1,0,0,4,2,4,1
Wisconsin,1969,Male,NA,1,0,1,2,1,2,1
Arkansas,1933,Male,0,NA,1,0,3,2,4,0
Iowa,1955,Male,1,0,1,1,2,1,2,1
West Virginia,1967,Male,0,0,1,0,3,3,2,1
Ohio,1977,Female,1,1,0,0,1,1,1,0
Michigan,1958,Female,1,1,0,1,1,1,1,1
Kentucky,1982,Female,1,1,1,0,1,1,2,0
New York,1943,Male,0,1,NA,0,4,1,2,1
Pennsylvania,1939,Female,NA,0,1,NA,3,3,4,NA
California,1962,Male,1,1,0,1,1,1,2,1
Oregon,1967,Female,1,1,0,1,1,1,1,0
New York,1957,Female,1,1,0,1,1,1,2,0
Not Asked,1975,Female,1,1,0,1,1,1,1,1
California,1951,Male,1,1,0,1,1,1,1,1
Illinois,1961,Female,0,0,NA,0,3,2,3,NA
Ohio,1955,Female,1,1,0,NA,1,1,2,0
Michigan,1949,Male,0,0,1,0,4,2,2,1
Montana,1965,Male,1,1,0,1,1,1,2,0
Illinois,1960,Female,1,1,1,1,1,1,1,0
California,9998,Male,0,0,1,0,4,3,4,NA
Georgia,1947,Male,0,0,1,0,2,2,2,1
Minnesota,1980,Male,1,1,0,1,1,1,1,0
Wisconsin,1966,Male,1,1,0,1,1,1,2,0
California,1965,Female,0,1,1,0,2,2,3,0
Iowa,1962,Male,1,1,0,1,1,1,1,0
North Carolina,1955,Male,1,0,1,0,2,2,3,NA
Maine,1969,Male,1,1,0,1,1,1,2,0
Michigan,1946,Male,1,1,0,1,1,1,1,0
Washington,1956,Male,1,1,1,NA,1,1,NA,1
Pennsylvania,1943,Male,NA,1,NA,1,1,1,2,1
Michigan,1930,Female,1,1,1,1,1,1,2,0
New Jersey,1975,Female,1,1,NA,1,1,1,1,1
Massachusetts,1957,Male,1,1,0,1,1,1,1,0
Wisconsin,1948,Female,1,1,1,1,1,1,1,1
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1952,Male,NA,NA,1,0,3,2,4,NA
Pennsylvania,1982,Male,1,1,0,1,1,1,2,NA
Oklahoma,1961,Male,1,1,0,1,1,1,2,NA
Wisconsin,1960,Male,1,1,0,1,1,1,1,1
Wisconsin,1969,Male,1,1,0,0,2,2,2,1
Texas,1948,Male,1,0,0,1,1,1,2,1
Not Asked,1954,Female,1,1,0,1,1,1,2,1
Rhode Island,1964,Male,0,0,1,0,4,3,1,1
New York,1955,Female,1,1,0,1,1,1,1,1
Arizona,1956,Male,1,1,1,1,1,1,1,1
New Jersey,1938,Male,1,1,0,1,1,2,1,0
California,1950,Male,0,0,1,0,3,2,4,0
Ohio,1963,Male,1,1,0,1,1,1,2,0
Ohio,1970,Male,0,1,1,1,1,1,2,1
Iowa,1933,Male,0,0,1,0,4,2,3,0
Kentucky,1951,Male,NA,0,1,NA,3,1,2,NA
Virginia,1964,Male,1,NA,1,0,3,2,2,0
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1940,Female,1,1,NA,0,1,3,1,0
New Mexico,1967,Female,0,0,1,0,3,2,4,1
Connecticut,1948,Male,1,1,1,1,1,1,1,0
New Jersey,1978,Female,NA,0,0,0,4,2,3,0
Not Asked,1953,Male,1,1,0,1,1,1,4,1
Florida,1941,Female,1,1,0,1,1,1,1,1
Missouri,1945,Female,1,1,NA,1,1,1,2,0
Wisconsin,1946,Female,1,1,0,1,1,1,2,0
Illinois,1948,Female,1,1,1,1,1,1,1,0
Pennsylvania,1972,Female,1,1,0,1,1,1,1,0
Colorado,1946,Female,1,1,0,1,1,1,2,1
Missouri,1944,Female,0,0,1,0,2,1,3,1
New Hampshire,1964,Female,1,1,NA,1,1,1,1,0
Minnesota,1955,Male,0,0,1,0,2,2,4,1
Tennessee,1952,Male,1,0,1,NA,1,1,2,1
Ohio,1948,Male,1,1,1,1,1,1,1,1
Illinois,1956,Male,0,0,1,0,3,2,1,1
California,1943,Male,0,0,1,0,4,2,4,NA
North Dakota,1954,Male,0,0,1,0,4,2,4,1
California,1953,Female,NA,0,1,0,4,2,3,1
Ohio,1968,Female,1,1,0,NA,2,1,2,1
Florida,1960,Male,0,1,NA,1,1,1,2,1
Kansas,1958,Male,0,0,1,0,4,1,3,NA
Texas,1954,Female,1,1,NA,1,2,1,1,1
Texas,1966,Male,NA,NA,1,NA,5,2,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1951,Male,0,1,1,0,3,2,3,1
Arizona,1958,Female,0,1,0,0,1,1,1,0
New York,1951,Male,0,0,0,0,2,2,3,1
Arkansas,1949,Male,0,NA,1,NA,3,1,2,NA
Florida,1968,Male,0,NA,1,0,2,2,4,1
Florida,1971,Male,0,0,1,0,4,2,3,NA
Maryland,1952,Female,1,1,0,1,1,2,1,0
Montana,1961,Male,0,NA,1,0,2,3,4,1
New Jersey,1959,Female,1,1,NA,1,1,1,1,0
Minnesota,1988,Female,1,1,NA,1,1,1,1,0
Tennessee,1963,Male,0,0,1,0,4,2,2,NA
New Mexico,1962,Male,NA,0,1,0,4,2,2,1
California,1956,Male,NA,0,NA,0,5,2,2,1
Pennsylvania,1950,Male,NA,1,0,1,5,3,2,1
Utah,1988,Female,1,1,0,NA,1,1,1,0
Virginia,1957,Male,1,1,0,1,1,2,2,0
Iowa,1941,Female,1,1,NA,1,1,1,1,0
Alabama,1947,Female,1,1,0,1,1,1,2,1
Alabama,1950,Male,0,NA,1,0,5,2,4,0
Texas,1969,Male,0,NA,0,0,4,2,3,1
New Jersey,1957,Male,1,0,0,0,1,2,4,0
Iowa,1983,Male,1,1,0,1,1,1,1,0
Texas,1954,Male,NA,NA,1,0,3,2,4,1
Indiana,1957,Male,0,NA,0,0,4,2,4,1
Arizona,1984,Female,1,1,1,1,1,1,3,0
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1961,Male,0,1,0,0,1,2,3,0
Oklahoma,1963,Male,NA,NA,1,0,3,2,2,1
Kentucky,1934,Male,NA,NA,1,0,1,1,2,0
New York,1986,Male,1,1,0,1,1,1,2,0
New York,1988,Male,0,0,1,NA,2,1,4,0
Nevada,1964,Male,1,1,0,1,1,1,1,0
Texas,1960,Male,0,0,1,0,4,2,2,1
Texas,1948,Male,1,1,NA,1,1,1,2,0
West Virginia,1967,Male,1,1,1,0,3,2,3,1
New York,1985,Male,0,0,NA,0,2,2,1,0
Washington,1963,Female,1,1,1,1,1,1,2,1
Pennsylvania,1954,Male,0,0,1,0,2,2,3,1
California,1934,Male,1,1,0,1,4,1,2,1
Texas,1954,Male,1,0,1,0,4,2,4,NA
Skipped,1961,Male,NA,NA,NA,0,3,2,3,1
Michigan,1941,Male,1,1,0,1,1,1,1,1
California,1941,Male,1,1,0,1,1,1,2,0
Arizona,1963,Male,0,0,0,0,3,2,4,0
Pennsylvania,1961,Male,0,0,1,0,4,2,2,1
New Jersey,1956,Male,1,NA,1,0,4,2,3,0
Virginia,1928,Male,0,0,1,0,3,2,4,NA
Massachusetts,1985,Male,1,1,0,1,1,1,1,0
California,1943,Male,0,1,1,0,4,2,4,1
North Dakota,1933,Male,1,1,1,0,2,2,3,0
Washington,1946,Female,1,1,0,1,1,1,2,0
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1957,Male,0,0,1,0,3,2,1,1
New Jersey,1958,Male,1,1,0,1,1,1,2,0
Michigan,1968,Female,1,1,1,1,2,1,2,0
Ohio,1960,Female,1,1,0,1,1,1,1,0
New York,1956,Male,1,1,1,1,1,1,2,0
Skipped,1944,Female,NA,0,1,0,4,2,3,0
Michigan,1935,Female,1,0,1,0,2,1,2,0
Florida,1959,Male,1,1,0,1,1,1,2,0
Tennessee,1956,Female,1,1,0,1,1,1,1,0
South Dakota,1965,Female,1,1,1,NA,1,1,1,1
Colorado,1959,Male,1,1,0,1,1,1,1,0
Illinois,1963,Male,1,1,1,1,1,1,1,NA
California,1949,Female,NA,1,0,1,1,1,2,NA
Wisconsin,1960,Female,1,1,NA,1,1,1,2,0
Wisconsin,1966,Female,1,1,0,1,1,1,2,0
Michigan,1956,Male,NA,1,0,1,1,1,2,0
Tennessee,1968,Male,0,1,1,0,2,2,2,1
New York,1965,Female,0,1,1,1,3,3,2,0
Oregon,1956,Male,1,1,0,0,1,1,2,0
Tennessee,9998,Female,0,0,1,0,4,2,3,0
Ohio,1938,Male,1,0,1,0,3,1,3,1
California,1954,Male,0,1,0,0,5,2,4,0
Not Asked,1950,Male,1,1,0,1,1,1,2,1
Maryland,1970,Male,0,NA,1,1,2,1,2,1
Virginia,1952,Female,1,1,0,1,1,1,1,0
Indiana,1968,Female,0,0,1,0,4,3,1,1
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1958,Male,1,1,0,1,1,1,1,1
Michigan,1953,Male,0,0,1,0,4,2,1,1
Maryland,1956,Female,1,1,0,1,1,1,2,1
Indiana,1946,Male,0,0,1,0,4,3,3,NA
Michigan,1950,Male,NA,NA,1,0,1,1,2,0
Rhode Island,1946,Male,0,1,1,0,2,1,NA,1
Pennsylvania,1953,Female,0,0,1,0,2,1,1,NA
Ohio,1952,Female,0,0,1,0,3,2,2,0
Pennsylvania,1970,Female,1,1,0,1,1,2,1,0
Montana,1953,Male,1,0,0,0,3,1,2,1
Florida,1928,Female,1,1,0,1,1,1,1,0
Indiana,1938,Male,0,1,NA,NA,1,1,4,1
North Dakota,1936,Female,1,1,NA,1,1,1,2,0
New York,1979,Female,NA,1,0,1,1,1,1,0
Illinois,1951,Female,0,0,1,1,2,1,2,0
New Jersey,1937,Male,0,0,1,NA,2,2,4,0
California,1961,Female,1,1,0,1,1,1,1,0
Florida,1991,Female,1,1,1,0,1,3,1,0
West Virginia,1979,Female,0,1,1,0,4,2,3,0
Illinois,1961,Female,1,1,0,1,2,3,NA,0
Not Asked,1938,Male,1,1,0,1,1,1,2,0
California,1955,Female,1,NA,1,0,4,1,NA,1
Michigan,1976,Female,1,1,NA,1,1,1,2,1
New Jersey,1962,Female,1,1,0,1,1,2,1,0
Michigan,1964,Male,0,0,NA,0,4,2,2,NA
Indiana,1953,Male,1,1,0,1,1,1,2,0
Virginia,1959,Male,NA,0,1,1,1,2,2,1
New York,1950,Male,1,1,1,1,1,1,2,0
California,1954,Female,NA,NA,1,0,4,3,2,NA
Alabama,1952,Female,0,0,1,0,4,2,3,1
California,1960,Female,0,1,0,0,2,2,2,1
Illinois,1933,Male,1,1,1,1,2,1,2,1
