birth_year,sex,race,party_id,educ_2017,ft_black_2017,ft_white_2017,ft_hisp_2017,ft_asian_2017,ft_muslim_2017,ft_jew_2017,ft_christ_2017,ft_fem_2017,ft_immig_2017,ft_gays_2017,ft_unions_2017,ft_police_2017,ft_altright_2017,ft_evang_2017,ft_dem_2017,ft_rep_2017
1974,Male,Black,Independent,Some college,51,50,72,79,90,NA,11,12,71,NA,31,11,NA,NA,NA,30
1963,Male,White,Independent,Post-grad,1,99,5,53,1,52,99,1,4,0,1,27,78,91,4,5
1944,Female,White,Independent,4-year,99,99,99,99,100,97,98,56,99,99,82,99,94,97,60,100
1932,Female,White,Independent,Some college,100,100,100,100,39,99,91,30,51,51,56,99,50,89,5,98
1956,Male,Other,Independent,Post-grad,50,50,50,50,50,50,100,10,49,50,10,94,30,69,NA,83
1946,Male,White,Independent,Post-grad,96,81,91,95,94,51,46,85,94,97,79,30,NA,4,62,5
1946,Male,White,Democrat,Post-grad,72,65,81,80,80,40,21,50,87,80,71,49,2,1,50,2
1966,Female,White,Republican,Some college,51,99,37,22,42,53,99,16,NA,19,19,100,52,73,NA,64
1938,Male,White,Republican,4-year,50,94,50,96,2,98,98,47,49,12,23,100,NA,53,2,72
1958,Male,White,Republican,Post-grad,95,100,100,100,30,100,100,51,91,98,7,100,100,100,6,100
1961,Male,White,Democrat,4-year,80,70,90,95,NA,90,30,90,75,90,90,50,0,0,90,1
1962,Male,White,Independent,Some college,60,70,60,70,11,50,20,80,90,100,95,59,11,1,80,6
1975,Male,White,Independent,Post-grad,51,51,51,51,51,51,100,27,50,30,4,51,56,100,25,41
1974,Male,Hispanic,Independent,Post-grad,78,50,78,78,78,78,78,50,78,78,25,60,NA,NA,10,25
1962,Male,White,Independent,4-year,96,NA,96,96,96,96,96,10,95,95,51,96,NA,75,10,50
1956,Female,White,Independent,Post-grad,72,90,59,99,72,94,82,56,70,68,79,97,NA,25,41,53
1978,Male,White,Democrat,Post-grad,49,49,66,92,48,50,17,46,53,67,82,31,3,9,38,9
1953,Female,White,Republican,4-year,48,99,NA,100,3,98,100,50,38,NA,NA,98,100,100,NA,NA
1969,Male,White,Republican,2-year,80,51,75,89,50,80,95,1,50,50,26,97,90,99,1,55
1970,Male,White,Republican,4-year,77,99,40,96,1,100,100,25,21,72,2,100,89,99,2,100
1940,Male,White,Independent,No HS,20,30,9,1,0,11,89,0,1,1,1,80,50,20,1,10
1963,Male,White,Republican,Post-grad,66,73,76,76,48,97,98,25,76,51,25,100,50,100,15,75
1989,Male,White,Republican,Post-grad,51,55,51,52,48,50,51,0,51,51,2,100,31,51,2,100
1968,Male,Other,Independent,Post-grad,50,50,50,50,25,50,50,10,50,50,10,75,75,25,10,75
1951,Female,White,Independent,4-year,76,51,81,76,54,84,71,31,76,37,35,45,9,25,39,28
1955,Male,White,Independent,4-year,88,90,NA,94,92,91,71,71,81,NA,12,82,50,47,11,60
1940,Male,White,Independent,High school graduate,60,80,80,100,5,100,100,31,60,11,31,95,70,100,11,80
1944,Female,White,Democrat,Post-grad,33,53,45,25,32,17,30,71,29,69,82,66,0,3,46,5
1949,Female,White,Independent,4-year,43,51,22,41,13,70,96,19,40,19,6,90,88,99,11,57
1963,Male,White,Independent,Post-grad,32,91,42,55,47,49,77,31,50,10,0,91,57,50,1,84
1953,Female,Hispanic,Independent,2-year,80,97,100,29,31,94,100,100,78,100,99,38,2,1,100,1
1946,Male,White,Independent,High school graduate,80,80,80,80,13,80,100,20,NA,8,28,99,NA,100,21,52
1963,Male,White,Republican,2-year,51,50,50,73,6,70,70,22,13,29,2,73,50,50,8,71
1954,Male,White,Independent,2-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
1964,Female,Other,Independent,High school graduate,51,49,52,34,49,50,NA,5,NA,50,7,90,NA,50,8,30
1957,Female,White,Independent,4-year,51,50,51,50,4,81,81,5,51,50,2,100,11,81,0,80
1953,Male,White,Democrat,4-year,60,75,69,72,22,73,13,76,71,69,22,24,14,1,62,NA
1953,Female,White,Republican,Post-grad,51,75,70,80,40,76,76,35,50,50,16,90,65,65,3,80
1956,Male,White,Republican,Post-grad,51,97,61,91,43,43,97,0,16,1,9,90,98,52,1,62
1953,Male,White,Independent,2-year,45,100,77,92,5,20,99,7,31,52,31,50,NA,80,10,28
1951,Male,Black,Other,High school graduate,100,94,90,89,80,94,100,10,94,19,13,94,94,100,10,96
1963,Male,White,Other,2-year,95,94,96,94,66,81,94,11,95,92,11,100,22,88,3,11
1931,Male,White,Independent,High school graduate,75,51,71,53,30,74,51,51,27,80,26,75,51,72,49,4
1950,Female,White,Democrat,2-year,73,88,86,82,62,NA,72,63,81,72,93,98,NA,6,78,10
1961,Male,White,Independent,Some college,90,90,90,90,60,90,80,NA,NA,50,NA,100,50,85,NA,20
1951,Male,White,Republican,Some college,10,97,55,50,NA,54,87,0,47,15,10,0,52,82,NA,87
1985,Male,White,Republican,Post-grad,50,50,50,50,50,50,75,50,20,50,8,89,56,60,16,22
1967,Male,Other,Republican,Post-grad,72,72,71,74,54,71,93,15,83,49,9,79,NA,75,17,84
1955,Male,White,Republican,Post-grad,79,80,80,80,3,95,100,51,3,1,42,50,12,97,21,38
1952,Female,White,Republican,High school graduate,77,91,97,51,0,98,100,1,79,26,36,100,NA,16,1,93
1957,Male,Middle Eastern,Independent,4-year,50,50,50,50,50,50,50,40,50,50,33,61,36,39,35,24
1953,Male,White,Republican,4-year,66,72,65,49,50,75,76,28,30,48,8,100,66,78,5,61
1939,Male,White,Democrat,High school graduate,73,85,75,75,51,80,75,61,50,91,74,85,20,29,80,40
1961,Male,White,Independent,No HS,95,95,95,95,81,96,96,5,80,95,46,96,0,96,0,80
1945,Female,White,Independent,Post-grad,98,97,97,99,99,0,72,99,100,100,99,75,NA,41,78,15
1946,Female,White,Democrat,High school graduate,85,91,72,81,7,96,94,3,33,0,26,99,50,93,4,56
1930,Male,White,Not sure,High school graduate,90,91,80,90,81,87,91,80,70,80,56,89,80,80,91,80
1941,Male,White,Republican,2-year,80,99,26,56,2,72,100,41,9,NA,59,96,94,100,23,100
1985,Female,White,Republican,4-year,50,52,54,50,51,49,50,0,59,53,35,88,59,75,0,54
1953,Female,White,Other,4-year,80,97,78,81,24,31,31,64,69,61,65,64,6,21,55,56
1958,Male,White,Independent,4-year,79,90,80,84,50,81,84,41,85,79,51,95,1,1,15,20
1940,Female,White,Democrat,4-year,60,59,30,50,57,60,6,51,57,60,8,64,NA,4,60,2
1950,Male,White,Other,Post-grad,25,75,75,75,50,75,50,25,75,25,NA,75,50,25,0,50
1954,Female,White,Independent,High school graduate,81,79,40,55,7,20,100,49,21,65,51,88,NA,56,25,50
1981,Female,White,Democrat,Post-grad,69,49,76,82,81,87,47,74,76,99,70,84,5,22,68,44
1943,Female,White,Republican,Post-grad,68,100,35,90,1,95,99,3,10,1,10,98,10,100,0,91
1970,Male,White,Democrat,4-year,100,99,100,100,100,100,100,100,100,100,100,100,NA,30,100,0
1951,Female,White,Republican,4-year,80,80,80,80,40,80,90,3,70,2,1,100,80,75,2,80
1961,Male,White,Republican,Some college,77,80,51,82,9,73,78,19,49,79,10,97,71,6,5,53
1957,Male,White,Independent,4-year,50,50,50,50,50,50,NA,50,90,50,50,50,NA,NA,50,NA
1951,Male,White,Independent,4-year,60,75,60,70,50,66,41,70,50,71,80,60,2,10,60,3
1968,Male,Black,Independent,Post-grad,100,81,78,69,41,77,60,80,71,51,48,40,0,30,50,11
1946,Male,White,Independent,High school graduate,50,50,50,50,31,50,50,50,50,41,12,100,NA,50,4,80
1953,Male,White,Independent,2-year,71,81,79,79,62,79,31,42,81,49,69,91,4,20,60,10
1970,Male,White,Republican,Post-grad,50,50,80,50,50,50,81,50,50,51,30,100,50,50,10,70
1963,Male,White,Democrat,Some college,50,50,75,73,70,4,49,20,86,70,10,51,1,2,25,24
1969,Male,White,Democrat,4-year,44,79,100,99,30,99,52,99,93,100,100,52,0,0,76,0
1951,Male,White,Independent,4-year,97,94,94,94,89,95,87,95,96,95,96,100,27,49,51,50
1957,Female,White,Independent,High school graduate,60,100,80,51,25,50,100,25,50,80,25,100,NA,80,25,90
1957,Male,White,Independent,Post-grad,45,50,51,94,34,34,52,29,90,52,12,41,0,51,51,29
1962,Male,White,Democrat,2-year,80,70,80,80,80,80,55,65,80,80,80,75,0,0,80,5
1954,Male,White,Independent,2-year,59,50,55,55,60,57,34,57,57,55,89,10,1,13,92,1
1953,Female,White,Independent,Post-grad,91,94,95,91,67,95,38,95,89,93,94,63,7,NA,81,6
1951,Female,White,Republican,Some college,47,50,45,46,26,48,86,49,47,47,5,72,21,56,7,66
1951,Female,White,Democrat,High school graduate,NA,NA,NA,37,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
1961,Female,White,Republican,4-year,72,77,72,100,1,100,91,0,3,NA,7,97,98,NA,1,57
1961,Female,Hispanic,Republican,2-year,65,56,98,98,24,93,88,13,49,5,24,97,51,98,9,65
1978,Male,White,Democrat,4-year,64,65,68,NA,58,NA,NA,NA,NA,75,81,78,33,36,NA,46
1934,Female,White,Independent,4-year,54,92,48,90,82,99,2,80,83,99,75,96,2,1,56,69
1959,Female,White,Democrat,Post-grad,80,81,81,87,82,99,81,96,84,100,89,83,7,54,100,77
1959,Male,White,Democrat,Post-grad,100,40,97,99,91,90,27,100,99,99,100,79,0,2,98,2
1958,Male,Hispanic,Republican,High school graduate,80,80,79,71,6,90,100,6,40,21,6,95,21,79,20,51
1967,Male,White,Democrat,4-year,100,70,100,100,60,100,77,100,100,100,100,79,NA,NA,100,NA
1953,Female,White,Democrat,Some college,80,80,80,80,45,45,45,90,80,90,90,60,1,10,85,20
1955,Female,White,Republican,Post-grad,50,80,51,50,1,80,99,4,3,51,3,80,NA,100,1,51
1965,Male,White,Independent,High school graduate,51,51,51,50,6,49,51,25,41,19,4,49,NA,51,5,50
1978,Female,White,Independent,4-year,80,80,81,80,80,80,80,80,91,80,50,80,51,80,80,65
1957,Male,White,Republican,Some college,51,52,100,100,1,100,100,4,11,1,2,100,1,100,1,100
1954,Male,White,Republican,2-year,85,85,70,90,40,80,90,70,70,75,1,100,50,90,28,81
1954,Female,Black,Democrat,High school graduate,98,33,65,70,20,70,80,70,70,30,100,25,0,5,90,0
1952,Female,White,Republican,2-year,85,86,80,81,83,84,84,47,71,85,3,94,53,83,6,100
1978,Male,White,Independent,4-year,90,90,90,80,90,90,40,10,61,90,90,90,NA,NA,30,5
1965,Male,White,Other,4-year,81,51,80,91,NA,80,75,0,81,81,51,100,NA,51,10,11
1958,Male,White,Independent,Post-grad,50,50,50,51,45,46,50,46,51,51,51,30,0,1,50,25
1954,Male,White,Independent,Some college,75,75,80,75,50,80,40,66,81,75,80,55,3,4,60,15
1962,Male,White,Independent,4-year,91,84,97,89,83,94,78,92,80,92,89,65,1,52,96,3
1961,Male,White,Republican,Some college,50,50,50,50,10,50,50,25,10,50,50,75,30,35,25,50
1961,Female,White,Democrat,Some college,72,58,91,93,38,NA,52,27,76,96,39,5,2,16,46,21
1947,Female,White,Democrat,4-year,51,53,51,62,50,54,76,25,51,50,37,50,3,46,NA,10
1951,Male,White,Republican,4-year,97,50,97,99,43,99,99,15,41,56,50,98,32,100,13,47
1969,Male,White,Independent,4-year,48,52,83,89,20,88,84,3,84,48,1,96,87,94,4,28
1938,Male,White,Independent,High school graduate,66,71,66,86,61,85,91,60,59,66,56,95,60,90,40,66
1941,Female,White,Democrat,High school graduate,64,86,91,80,88,91,93,94,92,94,95,93,6,66,78,27
1977,Male,White,Independent,4-year,81,76,74,78,74,63,53,71,65,79,68,85,7,34,90,7
1964,Male,White,Republican,Post-grad,11,100,39,85,0,96,78,0,70,21,0,78,50,66,20,77
1941,Female,White,Republican,2-year,49,50,100,48,1,NA,NA,3,78,41,48,97,NA,99,NA,77
1955,Female,White,Democrat,Some college,77,80,72,93,70,92,44,50,60,49,50,79,0,0,78,0
1969,Female,White,Democrat,Post-grad,80,80,80,80,80,80,50,95,70,80,70,69,1,20,75,5
1947,Female,White,Democrat,High school graduate,90,95,88,88,54,78,19,99,70,91,94,80,1,10,95,5
1952,Male,White,Republican,Some college,59,85,80,90,40,90,90,30,50,50,30,85,50,60,26,76
1971,Male,White,Republican,Post-grad,54,80,69,77,18,70,98,25,56,19,50,76,41,90,31,94
1964,Male,White,Democrat,Post-grad,80,81,81,80,79,80,11,80,80,81,90,80,2,4,100,2
1946,Male,White,Independent,High school graduate,52,80,49,49,28,52,91,50,31,5,78,79,9,78,3,51
1966,Female,White,Independent,Post-grad,80,50,91,94,81,91,46,99,100,100,98,84,1,2,80,2
1960,Male,White,Republican,4-year,100,100,100,100,60,100,100,80,90,NA,NA,100,90,100,70,100
1955,Male,White,Independent,Post-grad,75,75,75,75,50,75,50,75,80,75,25,90,NA,NA,25,25
1961,Female,White,Democrat,High school graduate,59,58,61,66,40,63,46,62,63,51,41,51,NA,NA,81,NA
1963,Male,White,Independent,4-year,51,94,NA,30,15,70,93,12,32,31,9,95,7,93,9,84
1968,Male,Black,Other,High school graduate,55,78,70,66,17,74,68,50,49,59,15,98,9,25,59,21
1934,Male,White,Republican,Post-grad,90,90,90,90,80,90,91,80,85,91,70,75,20,41,90,45
1954,Male,Hispanic,Democrat,4-year,77,NA,NA,NA,8,NA,100,27,NA,99,88,NA,13,25,6,18
1936,Female,White,Democrat,2-year,100,99,80,79,79,91,99,100,80,100,100,81,0,98,100,0
1962,Male,White,Republican,Post-grad,76,90,59,82,2,95,96,11,57,81,5,63,13,39,51,54
1961,Male,White,Independent,Post-grad,96,21,94,98,91,100,61,84,100,99,91,72,1,3,59,3
1958,Male,White,Republican,High school graduate,100,100,100,100,30,100,100,0,100,51,30,100,NA,90,0,81
1948,Female,White,Democrat,High school graduate,91,83,77,89,82,100,91,9,81,94,52,80,29,81,77,20
1965,Male,White,Independent,4-year,96,94,96,96,51,95,95,3,95,50,3,96,75,96,3,30
1962,Female,White,Democrat,4-year,0,50,1,2,0,100,1,78,3,48,78,52,0,0,99,1
1965,Female,White,Independent,High school graduate,73,72,84,75,47,75,76,51,47,72,30,100,50,31,52,51
1973,Female,White,Republican,Post-grad,89,85,90,98,26,97,94,2,46,14,3,97,70,79,2,77
1940,Female,White,Republican,High school graduate,49,81,51,52,10,76,90,31,12,50,32,92,49,91,10,81
1953,Female,White,Democrat,Post-grad,75,77,46,75,69,90,63,99,72,64,94,71,2,0,100,1
1960,Male,Black,Democrat,Some college,59,50,49,50,50,50,NA,100,50,100,100,NA,NA,NA,59,NA
1949,Female,White,Republican,High school graduate,20,80,11,50,1,50,100,20,50,0,0,80,NA,80,0,50
1958,Male,White,Independent,2-year,77,77,76,76,77,76,76,77,77,77,62,78,2,20,40,13
1936,Female,White,Democrat,High school graduate,86,80,92,91,85,72,31,65,91,83,91,51,6,9,91,4
1967,Female,White,Democrat,4-year,81,79,59,83,77,80,91,88,65,90,100,54,NA,NA,90,NA
1953,Male,White,Democrat,Post-grad,49,51,80,89,39,60,41,69,94,79,76,59,2,2,70,3
1956,Female,White,Independent,High school graduate,77,76,76,85,81,91,54,86,71,88,85,44,9,20,72,12
1963,Male,White,Independent,4-year,79,79,74,76,35,78,77,28,22,26,36,97,31,76,27,43
1967,Male,White,Republican,4-year,36,95,29,90,4,91,81,3,3,2,3,94,88,71,1,78
1973,Male,White,Democrat,Post-grad,91,91,84,85,88,75,33,56,78,94,59,94,2,8,89,24
1948,Male,White,Democrat,2-year,55,66,61,59,70,82,51,50,54,100,69,57,0,6,99,0
1953,Female,Hispanic,Republican,2-year,60,88,86,87,34,95,88,11,55,87,51,100,2,85,2,91
1972,Male,White,Independent,Post-grad,93,80,73,37,50,50,3,91,97,99,37,97,59,6,35,2
1978,Female,White,Democrat,High school graduate,90,50,90,90,90,90,20,90,90,90,75,50,0,10,75,0
1959,Male,White,Republican,2-year,50,56,50,50,45,51,50,50,NA,50,50,41,NA,NA,41,55
1963,Male,Mixed,Independent,4-year,80,80,80,80,80,80,80,50,80,70,10,80,10,50,60,50
1955,Female,White,Independent,Some college,80,81,95,80,96,94,81,81,98,90,89,89,10,30,90,5
1973,Male,White,Independent,4-year,95,96,96,91,88,97,100,20,91,53,48,98,6,25,71,25
1945,Male,White,Democrat,4-year,70,88,86,61,69,91,7,61,71,95,94,65,2,NA,89,4
1960,Male,Black,Independent,4-year,50,50,50,51,50,6,3,50,50,48,9,2,7,6,10,NA
1987,Male,White,Democrat,Post-grad,62,84,80,80,72,84,49,56,72,96,78,69,1,26,94,38
1955,Male,White,Democrat,Some college,100,100,100,100,67,100,78,100,96,100,100,100,20,28,100,17
1971,Female,White,Independent,4-year,51,51,51,54,27,51,70,50,50,50,50,48,54,70,31,46
1957,Male,White,Independent,High school graduate,80,100,76,90,74,76,100,25,79,75,5,100,100,80,1,75
1939,Female,White,Democrat,4-year,100,100,100,100,89,100,89,89,100,100,100,41,1,11,58,32
1962,Male,White,Independent,Some college,69,44,68,47,51,54,37,33,69,77,50,46,27,28,49,45
1935,Male,White,Democrat,4-year,89,88,89,98,96,87,93,76,87,94,93,97,25,50,72,27
1956,Female,White,Republican,4-year,63,100,93,54,10,67,100,29,47,51,34,100,87,91,1,28
1958,Female,White,Independent,4-year,100,100,50,50,50,100,NA,100,50,100,NA,100,0,NA,50,50
1952,Male,White,Independent,High school graduate,59,92,81,82,22,86,100,16,34,81,53,90,11,99,28,81
1952,Female,White,Independent,4-year,87,95,95,75,50,96,95,2,50,81,5,86,69,71,35,50
1954,Female,White,Democrat,2-year,100,100,100,100,100,100,21,100,100,100,100,62,0,8,100,2
1958,Male,White,Independent,4-year,100,50,100,70,76,100,10,100,100,100,100,30,1,1,50,1
1953,Female,White,Democrat,Post-grad,18,79,9,28,7,18,50,31,10,4,28,31,11,39,49,22
1974,Male,White,Democrat,4-year,50,50,50,50,50,50,30,60,50,50,66,40,0,0,60,1
1969,Female,White,Republican,4-year,56,51,69,50,40,51,81,12,58,44,40,65,40,68,22,55
1941,Male,White,Independent,Some college,99,92,75,66,74,99,100,66,83,98,92,99,54,50,99,23
1960,Male,White,Independent,2-year,71,81,80,80,27,81,70,12,78,50,50,66,31,50,26,28
1933,Female,White,Republican,High school graduate,99,97,97,89,11,99,100,9,27,32,60,99,53,100,51,92
1955,Female,White,Democrat,Post-grad,52,51,75,60,48,100,35,100,50,49,81,80,8,13,100,5
1970,Female,White,Independent,Post-grad,78,69,88,91,63,82,66,100,75,99,92,87,NA,NA,83,NA
1940,Male,White,Republican,High school graduate,20,50,40,50,6,50,79,1,11,11,25,79,20,50,20,60
1953,Female,White,Democrat,Post-grad,50,NA,51,51,51,61,55,47,66,50,42,95,26,50,81,40
1962,Male,White,Democrat,Post-grad,60,40,80,60,60,NA,20,80,60,80,50,25,0,20,75,0
1946,Male,White,Democrat,Post-grad,85,70,80,90,70,86,65,90,90,95,90,80,NA,26,75,NA
1946,Male,White,Republican,4-year,25,90,25,90,10,90,90,50,30,50,25,75,20,30,1,70
1951,Male,White,Republican,Some college,80,78,79,81,79,91,91,59,89,81,41,97,71,88,21,80
1963,Male,White,Democrat,Some college,51,100,50,53,59,81,100,54,52,51,99,51,NA,99,100,NA
1959,Female,White,Independent,2-year,72,38,67,56,60,59,49,3,54,69,51,68,2,41,35,21
1943,Male,Black,Independent,Post-grad,77,NA,58,41,9,61,85,18,56,52,26,90,NA,NA,39,74
1952,Male,White,Republican,High school graduate,99,100,100,99,3,100,100,20,49,53,10,99,50,78,7,100
1941,Male,White,Independent,Post-grad,60,50,91,79,59,80,60,90,81,100,100,51,0,1,79,24
1979,Male,White,Independent,4-year,30,60,24,50,0,50,80,0,0,5,30,40,50,80,0,0
1970,Male,White,Independent,Post-grad,52,47,51,48,4,80,93,3,34,47,5,95,50,86,1,66
1956,Male,White,Republican,Post-grad,81,92,90,95,6,94,97,30,50,54,37,100,95,71,5,65
1978,Male,White,Republican,4-year,70,80,70,75,45,75,90,65,70,75,5,85,10,40,30,61
1975,Male,White,Independent,High school graduate,65,90,80,80,10,80,95,0,75,15,10,90,10,90,5,50
1950,Male,White,Democrat,2-year,99,95,89,95,94,97,76,95,91,90,76,76,6,45,85,26
1947,Female,White,Independent,4-year,90,89,90,90,90,90,50,75,89,89,75,90,0,25,61,1
1950,Male,White,Republican,High school graduate,100,99,90,91,90,99,96,70,89,89,50,80,10,90,30,76
1940,Male,White,Independent,Some college,86,89,85,85,2,87,96,73,82,31,80,71,31,99,31,85
1934,Male,White,Democrat,Post-grad,51,61,47,40,51,80,97,50,50,41,51,60,1,41,90,6
1970,Female,Hispanic,Independent,4-year,69,10,80,50,55,29,0,78,70,72,79,79,0,0,61,0
1956,Male,White,Republican,High school graduate,51,52,51,51,1,67,99,0,6,1,32,64,60,99,1,49
1937,Female,White,Republican,High school graduate,94,87,19,46,6,82,94,12,11,47,11,77,16,45,26,71
1946,Female,White,Republican,High school graduate,100,99,100,97,28,99,91,NA,75,NA,2,95,2,94,2,70
1963,Male,White,Democrat,Some college,4,100,49,79,1,35,27,11,3,100,29,100,49,34,42,50
1953,Female,White,Democrat,2-year,95,95,92,94,70,92,47,93,92,92,96,80,2,31,95,3
1959,Male,White,Independent,Some college,29,50,29,41,5,40,28,20,5,41,29,100,3,20,3,10
1960,Male,White,Independent,4-year,80,71,80,80,20,80,1,70,50,80,50,61,1,1,61,1
1951,Male,White,Republican,Post-grad,78,89,89,88,50,91,91,51,74,76,29,89,50,91,6,78
1957,Male,White,Democrat,Some college,79,90,100,100,51,99,90,100,100,100,81,74,0,6,100,13
1973,Male,White,Independent,Post-grad,76,77,21,76,53,57,40,49,84,90,73,80,1,3,30,41
1975,Female,White,Democrat,4-year,90,50,90,75,30,90,50,90,90,100,50,50,1,10,60,5
1968,Male,White,Independent,Some college,57,42,86,59,50,50,69,57,84,64,60,57,5,9,57,25
1949,Female,White,Democrat,High school graduate,27,75,54,95,50,99,80,100,80,80,52,79,2,3,98,3
1946,Male,White,Independent,Post-grad,88,75,81,79,78,97,55,52,91,47,23,78,29,29,53,55
1937,Male,White,Democrat,Post-grad,74,65,64,72,62,80,69,59,77,70,59,81,14,40,76,41
1954,Male,White,Democrat,High school graduate,81,80,95,90,80,80,51,80,80,80,100,81,1,41,69,6
1957,Female,White,Democrat,4-year,70,51,64,60,55,50,21,80,69,55,75,50,8,11,70,31
1967,Male,White,Independent,Post-grad,94,96,91,90,41,82,94,19,91,90,55,74,59,78,23,68
1952,Male,White,Republican,2-year,NA,100,25,20,NA,NA,92,NA,NA,9,NA,100,91,50,NA,100
1964,Male,White,Independent,2-year,90,90,90,90,85,90,95,75,85,90,70,90,70,95,40,70
1970,Male,Mixed,Republican,4-year,13,70,70,70,1,50,55,1,20,50,1,50,75,50,1,60
1949,Female,Asian,Republican,4-year,51,80,50,NA,NA,52,100,52,30,NA,NA,100,NA,80,2,NA
1945,Male,White,Independent,2-year,40,81,46,40,16,70,58,42,45,10,55,83,46,51,23,61
1942,Female,White,Republican,Post-grad,NA,NA,NA,NA,50,100,100,9,NA,NA,26,NA,6,NA,50,50
1961,Female,White,Not sure,High school graduate,30,80,21,50,45,50,43,53,25,47,53,80,NA,NA,30,52
1956,Female,White,Democrat,Post-grad,80,52,50,50,50,53,29,95,50,92,91,22,0,0,77,0
1964,Female,White,Republican,4-year,91,70,89,91,44,84,99,4,83,82,2,99,50,84,1,97
1980,Female,White,Democrat,Post-grad,NA,100,NA,NA,NA,NA,14,11,NA,27,55,39,26,13,49,NA
1958,Male,White,Democrat,High school graduate,82,NA,46,40,62,69,66,41,69,47,100,88,18,17,90,15
1962,Male,White,Independent,4-year,81,90,100,91,91,92,90,71,87,91,29,91,6,81,69,23
1954,Female,White,Democrat,4-year,80,80,81,80,80,80,80,100,100,80,81,100,0,1,100,11
1967,Male,Middle Eastern,Independent,Post-grad,51,50,51,51,50,51,17,60,80,51,51,71,16,8,30,10
1965,Female,White,Republican,2-year,81,90,39,77,69,81,100,75,51,51,32,100,6,91,4,88
1979,Female,Mixed,Democrat,Post-grad,100,90,100,99,100,100,71,95,99,100,100,62,14,39,67,17
1968,Male,White,Other,Post-grad,80,80,80,80,70,80,80,1,85,80,1,50,1,80,2,3
1965,Male,White,Republican,4-year,52,51,49,51,41,51,51,50,50,50,11,99,50,51,5,51
1966,Female,White,Democrat,High school graduate,NA,NA,NA,NA,NA,NA,71,NA,NA,70,NA,NA,NA,NA,48,47
1966,Female,Mixed,Democrat,4-year,97,97,91,95,74,97,89,83,87,95,42,99,10,73,59,18
1955,Male,White,Republican,Some college,60,76,48,78,1,75,70,10,50,6,5,75,10,NA,1,30
1967,Male,White,Democrat,Post-grad,86,78,60,85,61,100,50,91,75,79,50,31,1,3,96,3
1957,Female,White,Republican,Some college,93,97,66,69,1,100,80,21,73,28,72,99,65,95,49,78
1962,Female,White,Republican,4-year,81,82,79,81,50,87,80,5,80,51,11,98,51,51,2,79
1954,Female,White,Democrat,Post-grad,98,94,75,70,54,78,48,51,56,94,13,16,1,24,54,42
1952,Female,White,Democrat,Post-grad,100,90,100,100,95,95,70,100,85,100,90,85,0,25,80,10
1964,Female,White,Democrat,4-year,85,62,84,83,85,84,53,96,84,83,80,53,3,15,74,5
